area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations
ΕΒΡΟΥ,102,7,20,299,168,333,2022-03-31 00:00:00,97727,97730,94527,69369,253845
ΕΥΒΟΙΑΣ,802,16,27,336,245,384,2022-03-31 00:00:00,142608,142611,139545,95595,366972
ΕΥΡΥΤΑΝΙΑΣ,803,1,1,37,37,40,2022-03-31 00:00:00,9796,9796,9308,6130,23776
ΖΑΚΥΝΘΟΥ,601,2,8,26,19,36,2022-03-31 00:00:00,35114,35115,34337,21379,85095
ΗΛΕΙΑΣ,703,31,46,188,169,267,2022-03-31 00:00:00,97290,97291,94226,65389,249628
ΗΜΑΘΙΑΣ,201,6,25,177,82,209,2022-03-31 00:00:00,83667,83667,80283,58407,216094
ΗΡΑΚΛΕΙΟΥ,1301,31,38,349,-66,427,2022-03-31 00:00:00,220013,220016,215007,164815,587439
ΘΑΣΟΥ,103,4,1,24,24,30,2022-03-31 00:00:00,12427,12428,12121,7584,29250
ΘΕΣΠΡΩΤΙΑΣ,402,5,2,88,88,95,2022-03-31 00:00:00,37837,37837,36236,24055,95146
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,72,133,1392,-353,1607,2022-03-31 00:00:00,770616,770625,736995,565684,2036698
ΘΗΡΑΣ,1202,6,6,54,50,66,2022-03-31 00:00:00,26317,26317,25982,13447,57350
ΙΘΑΚΗΣ,602,1,1,5,7,7,2022-03-31 00:00:00,2482,2482,2400,1763,6536
ΙΚΑΡΙΑΣ,1101,2,4,6,0,12,2022-03-31 00:00:00,6822,6822,6560,4457,17560
ΙΩΑΝΝΙΝΩΝ,403,18,25,267,131,314,2022-03-31 00:00:00,120682,120683,117449,95303,324696
ΚΑΒΑΛΑΣ,104,11,16,312,211,348,2022-03-31 00:00:00,81640,81640,79178,57917,213750
ΚΑΛΥΜΝΟΥ,1203,5,6,66,67,78,2022-03-31 00:00:00,20078,20078,19328,13455,48893
ΚΑΡΔΙΤΣΑΣ,501,10,23,183,145,219,2022-03-31 00:00:00,77946,77946,74762,52439,201013
ΚΑΡΠΑΘΟΥ,1204,0,0,18,18,18,2022-03-31 00:00:00,5710,5710,5410,3713,14602
ΚΑΣΤΟΡΙΑΣ,302,4,6,80,46,93,2022-03-31 00:00:00,34696,34696,33310,24622,89868
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,6,6,6,2022-03-31 00:00:00,4376,4376,4072,2500,10593
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,231,324,848,-129,1408,2022-03-31 00:00:00,905540,905612,861757,717876,2413084
ΚΕΡΚΥΡΑΣ,603,11,26,119,41,159,2022-03-31 00:00:00,83971,83971,81931,57214,211870
ΚΕΦΑΛΛΗΝΙΑΣ,604,2,5,50,43,57,2022-03-31 00:00:00,27924,27925,27814,18858,70461
ΚΙΛΚΙΣ,203,7,18,132,102,157,2022-03-31 00:00:00,48675,48675,46390,33866,124163
ΚΟΖΑΝΗΣ,303,9,16,264,115,296,2022-03-31 00:00:00,92544,92544,88064,64762,237985
ΚΟΡΙΝΘΙΑΣ,1003,9,23,216,83,251,2022-03-31 00:00:00,97848,97849,94295,67583,253387
ΚΩ,1206,1,6,57,51,64,2022-03-31 00:00:00,33589,33589,33031,20732,79707
ΛΑΚΩΝΙΑΣ,1004,3,11,136,115,154,2022-03-31 00:00:00,56957,56957,55922,40231,146824
ΛΑΡΙΣΑΣ,502,13,30,316,74,364,2022-03-31 00:00:00,182161,182161,173017,129911,474632
ΛΑΣΙΘΙΟΥ,1302,5,15,209,209,229,2022-03-31 00:00:00,65654,65654,64272,43629,164390
ΛΕΣΒΟΥ,1102,4,16,62,0,82,2022-03-31 00:00:00,61568,61568,59885,40991,153686
ΛΕΥΚΑΔΑΣ,605,1,4,44,47,50,2022-03-31 00:00:00,26269,26269,25947,14772,59342
ΛΗΜΝΟΥ,1103,1,2,19,16,23,2022-03-31 00:00:00,13619,13619,13452,9990,34647
ΜΑΓΝΗΣΙΑΣ,503,3,15,165,-122,186,2022-03-31 00:00:00,133308,133309,129017,94115,349523
ΜΕΣΣΗΝΙΑΣ,1005,11,20,200,132,231,2022-03-31 00:00:00,109510,109510,107328,77354,286180
ΜΗΛΟΥ,1207,1,3,19,24,24,2022-03-31 00:00:00,10606,10606,10237,6539,26436
ΜΥΚΟΝΟΥ,1208,5,2,30,34,37,2022-03-31 00:00:00,17651,17651,17471,7663,34613
ΝΑΞΟΥ,1209,2,2,14,18,18,2022-03-31 00:00:00,16647,16647,15910,9540,39370
ΝΗΣΩΝ,906,13,16,108,126,138,2022-03-31 00:00:00,66809,66810,64044,40363,155622
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,46,73,621,104,746,2022-03-31 00:00:00,366461,366466,340779,196753,895193
ΞΑΝΘΗΣ,105,9,10,244,173,264,2022-03-31 00:00:00,74108,74108,71330,47644,187571
ΠΑΡΟΥ,1210,0,3,23,27,27,2022-03-31 00:00:00,16426,16426,16774,9847,36962
ΠΕΙΡΑΙΩΣ,908,42,125,631,-14,816,2022-03-31 00:00:00,228495,228495,217116,177599,607498
ΠΕΛΛΑΣ,204,4,17,196,135,219,2022-03-31 00:00:00,93872,93876,89648,62005,238914
ΠΙΕΡΙΑΣ,205,10,12,263,205,285,2022-03-31 00:00:00,84144,84144,80383,54802,214915
ΠΡΕΒΕΖΑΣ,404,1,4,71,41,79,2022-03-31 00:00:00,41667,41667,41363,34366,114168
ΡΕΘΥΜΝΟΥ,1303,8,9,110,8,127,2022-03-31 00:00:00,62035,62035,59450,41336,157214
ΡΟΔΟΠΗΣ,106,2,6,150,54,159,2022-03-31 00:00:00,75232,75232,73716,52054,194401
ΡΟΔΟΥ,1211,4,19,116,-107,139,2022-03-31 00:00:00,98016,98016,96143,64376,235422
ΣΑΜΟΥ,1104,4,8,43,20,56,2022-03-31 00:00:00,23736,23736,23410,15604,59206
ΣΕΡΡΩΝ,206,16,19,264,200,300,2022-03-31 00:00:00,99484,99485,95510,76619,266076
ΣΠΟΡΑΔΩΝ,504,2,3,31,33,36,2022-03-31 00:00:00,11061,11061,10826,6788,27110
ΣΥΡΟΥ,1212,2,6,88,94,100,2022-03-31 00:00:00,19763,19763,20294,12716,46101
ΤΗΝΟΥ,1213,4,4,40,48,48,2022-03-31 00:00:00,7406,7406,7292,5148,18979
ΤΡΙΚΑΛΩΝ,505,4,9,171,101,186,2022-03-31 00:00:00,84488,84488,83639,65125,228107
ΦΘΙΩΤΙΔΑΣ,804,8,14,231,170,260,2022-03-31 00:00:00,97753,97753,95542,71902,260186
ΦΛΩΡΙΝΑΣ,304,6,11,121,87,141,2022-03-31 00:00:00,35052,35052,33522,25079,91207
ΦΩΚΙΔΑΣ,805,0,0,18,-20,19,2022-03-31 00:00:00,21025,21025,20157,13422,52329
ΧΑΛΚΙΔΙΚΗΣ,207,10,12,222,171,246,2022-03-31 00:00:00,73912,73912,71799,49503,190464
ΧΑΝΙΩΝ,1304,11,20,180,-80,219,2022-03-31 00:00:00,125067,125068,120006,79412,317753
ΧΙΟΥ,1105,11,15,54,-8,82,2022-03-31 00:00:00,42695,42697,41809,30596,106757
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,8,13,170,-32,192,2022-04-01 00:00:00,126532,126532,121531,89717,330119
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,24,35,445,113,513,2022-04-01 00:00:00,197713,197717,192166,188920,570135
ΑΝΔΡΟΥ,1201,0,0,0,-18,0,2022-04-01 00:00:00,7474,7474,7211,4720,18851
ΑΡΓΟΛΙΔΑΣ,1001,7,7,51,-109,65,2022-04-01 00:00:00,76174,76174,74548,50711,192739
ΑΡΚΑΔΙΑΣ,1002,2,8,41,-113,51,2022-04-01 00:00:00,53472,53472,51315,40295,140995
ΑΡΤΑΣ,401,6,6,74,13,86,2022-04-01 00:00:00,46405,46405,45845,33311,120211
ΑΧΑΪΑΣ,702,27,37,396,-91,462,2022-04-01 00:00:00,223913,223913,213281,149301,572301
ΒΟΙΩΤΙΑΣ,801,10,15,107,-43,135,2022-04-01 00:00:00,90334,90335,85023,63254,231007
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,102,74,2334,729,2555,2022-04-01 00:00:00,726239,726249,707414,554851,1951340
ΓΡΕΒΕΝΩΝ,301,1,1,16,-8,18,2022-04-01 00:00:00,21032,21032,19745,15631,53940
ΔΡΑΜΑΣ,101,10,8,138,46,160,2022-04-01 00:00:00,57640,57640,55751,38042,146424
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,8,8,163,-29,179,2022-04-01 00:00:00,64514,64515,60243,45611,170266
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,49,58,1134,390,1251,2022-04-01 00:00:00,486542,486545,461038,318503,1252089
ΕΒΡΟΥ,102,5,23,150,-155,178,2022-04-01 00:00:00,97732,97735,94550,69519,254023
ΕΥΒΟΙΑΣ,802,14,33,316,-16,368,2022-04-01 00:00:00,142622,142625,139578,95911,367340
ΕΥΡΥΤΑΝΙΑΣ,803,0,1,3,-35,5,2022-04-01 00:00:00,9796,9796,9309,6133,23781
ΖΑΚΥΝΘΟΥ,601,2,3,20,-11,25,2022-04-01 00:00:00,35116,35117,34340,21399,85120
ΗΛΕΙΑΣ,703,2,9,58,-197,70,2022-04-01 00:00:00,97292,97293,94235,65447,249698
ΗΜΑΘΙΑΣ,201,5,5,91,-108,101,2022-04-01 00:00:00,83672,83672,80288,58498,216195
ΗΡΑΚΛΕΙΟΥ,1301,21,35,477,114,541,2022-04-01 00:00:00,220034,220037,215042,165292,587980
ΘΑΣΟΥ,103,0,0,0,-30,0,2022-04-01 00:00:00,12427,12428,12121,7584,29250
ΘΕΣΠΡΩΤΙΑΣ,402,0,1,0,-91,4,2022-04-01 00:00:00,37837,37837,36237,24055,95150
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,98,145,1905,563,2170,2022-04-01 00:00:00,770714,770723,737140,567589,2038868
ΘΗΡΑΣ,1202,1,1,23,-41,25,2022-04-01 00:00:00,26318,26318,25983,13470,57375
ΙΘΑΚΗΣ,602,0,0,0,-7,0,2022-04-01 00:00:00,2482,2482,2400,1763,6536
ΙΚΑΡΙΑΣ,1101,0,0,6,-6,6,2022-04-01 00:00:00,6822,6822,6560,4463,17566
ΙΩΑΝΝΙΝΩΝ,403,11,17,146,-139,175,2022-04-01 00:00:00,120693,120694,117466,95449,324871
ΚΑΒΑΛΑΣ,104,4,8,110,-224,124,2022-04-01 00:00:00,81644,81644,79186,58027,213874
ΚΑΛΥΜΝΟΥ,1203,0,1,0,-77,1,2022-04-01 00:00:00,20078,20078,19329,13455,48894
ΚΑΡΔΙΤΣΑΣ,501,5,6,108,-98,121,2022-04-01 00:00:00,77951,77951,74768,52547,201134
ΚΑΡΠΑΘΟΥ,1204,0,0,0,-18,0,2022-04-01 00:00:00,5710,5710,5410,3713,14602
ΚΑΣΤΟΡΙΑΣ,302,3,6,32,-52,41,2022-04-01 00:00:00,34699,34699,33316,24654,89909
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,-6,0,2022-04-01 00:00:00,4376,4376,4072,2500,10593
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,301,296,1412,618,2026,2022-04-01 00:00:00,905838,905913,862053,719288,2415110
ΚΕΡΚΥΡΑΣ,603,11,20,87,-40,119,2022-04-01 00:00:00,83982,83982,81951,57301,211989
ΚΕΦΑΛΛΗΝΙΑΣ,604,2,2,9,-44,13,2022-04-01 00:00:00,27926,27927,27816,18867,70474
ΚΙΛΚΙΣ,203,2,9,40,-103,54,2022-04-01 00:00:00,48677,48677,46399,33906,124217
ΚΟΖΑΝΗΣ,303,13,17,140,-125,171,2022-04-01 00:00:00,92557,92557,88081,64902,238156
ΚΟΡΙΝΘΙΑΣ,1003,15,13,79,-142,109,2022-04-01 00:00:00,97863,97864,94308,67662,253496
ΚΩ,1206,0,0,0,-64,0,2022-04-01 00:00:00,33589,33589,33031,20732,79707
ΛΑΚΩΝΙΑΣ,1004,14,15,47,-83,71,2022-04-01 00:00:00,56971,56971,55937,40278,146895
ΛΑΡΙΣΑΣ,502,14,39,286,-20,344,2022-04-01 00:00:00,182175,182175,173056,130197,474976
ΛΑΣΙΘΙΟΥ,1302,1,5,13,-210,19,2022-04-01 00:00:00,65655,65655,64277,43642,164409
ΛΕΣΒΟΥ,1102,8,6,73,6,88,2022-04-01 00:00:00,61576,61576,59891,41064,153774
ΛΕΥΚΑΔΑΣ,605,0,0,0,-50,0,2022-04-01 00:00:00,26269,26269,25947,14772,59342
ΛΗΜΝΟΥ,1103,0,0,0,-23,0,2022-04-01 00:00:00,13619,13619,13452,9990,34647
ΜΑΓΝΗΣΙΑΣ,503,14,30,225,88,274,2022-04-01 00:00:00,133322,133323,129047,94340,349797
ΜΕΣΣΗΝΙΑΣ,1005,11,15,122,-83,148,2022-04-01 00:00:00,109521,109521,107343,77476,286328
ΜΗΛΟΥ,1207,0,0,0,-24,0,2022-04-01 00:00:00,10606,10606,10237,6539,26436
ΜΥΚΟΝΟΥ,1208,0,0,0,-37,0,2022-04-01 00:00:00,17651,17651,17471,7663,34613
ΝΑΞΟΥ,1209,0,0,0,-18,0,2022-04-01 00:00:00,16647,16647,15910,9540,39370
ΝΗΣΩΝ,906,7,8,1,-123,15,2022-04-01 00:00:00,66816,66817,64052,40364,155637
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,51,30,755,100,846,2022-04-01 00:00:00,366512,366517,340809,197508,896039
ΞΑΝΘΗΣ,105,8,4,100,-151,113,2022-04-01 00:00:00,74116,74116,71334,47744,187684
ΠΑΡΟΥ,1210,0,0,0,-27,0,2022-04-01 00:00:00,16426,16426,16774,9847,36962
ΠΕΙΡΑΙΩΣ,908,41,39,692,-39,777,2022-04-01 00:00:00,228536,228536,217155,178291,608275
ΠΕΛΛΑΣ,204,1,8,47,-161,58,2022-04-01 00:00:00,93873,93877,89656,62052,238972
ΠΙΕΡΙΑΣ,205,2,3,72,-207,78,2022-04-01 00:00:00,84146,84146,80386,54874,214993
ΠΡΕΒΕΖΑΣ,404,2,9,33,-34,45,2022-04-01 00:00:00,41669,41669,41372,34399,114213
ΡΕΘΥΜΝΟΥ,1303,9,11,150,43,170,2022-04-01 00:00:00,62044,62044,59461,41486,157384
ΡΟΔΟΠΗΣ,106,2,1,102,-54,105,2022-04-01 00:00:00,75234,75234,73717,52156,194506
ΡΟΔΟΥ,1211,9,23,203,98,237,2022-04-01 00:00:00,98025,98025,96166,64579,235659
ΣΑΜΟΥ,1104,3,7,28,-18,38,2022-04-01 00:00:00,23739,23739,23417,15632,59244
ΣΕΡΡΩΝ,206,11,7,177,-101,199,2022-04-01 00:00:00,99495,99496,95517,76796,266275
ΣΠΟΡΑΔΩΝ,504,0,0,1,-35,1,2022-04-01 00:00:00,11061,11061,10826,6789,27111
ΣΥΡΟΥ,1212,0,0,0,-100,0,2022-04-01 00:00:00,19763,19763,20294,12716,46101
ΤΗΝΟΥ,1213,0,0,0,-48,0,2022-04-01 00:00:00,7406,7406,7292,5148,18979
ΤΡΙΚΑΛΩΝ,505,6,9,72,-98,88,2022-04-01 00:00:00,84494,84494,83648,65197,228195
ΦΘΙΩΤΙΔΑΣ,804,10,16,68,-166,94,2022-04-01 00:00:00,97763,97763,95558,71970,260280
ΦΛΩΡΙΝΑΣ,304,3,0,38,-99,42,2022-04-01 00:00:00,35055,35055,33522,25117,91249
ΦΩΚΙΔΑΣ,805,2,2,29,19,38,2022-04-01 00:00:00,21027,21027,20159,13451,52367
ΧΑΛΚΙΔΙΚΗΣ,207,2,2,79,-163,83,2022-04-01 00:00:00,73914,73914,71801,49582,190547
ΧΑΝΙΩΝ,1304,15,23,233,57,276,2022-04-01 00:00:00,125082,125083,120029,79645,318029
ΧΙΟΥ,1105,7,12,94,32,114,2022-04-01 00:00:00,42702,42704,41821,30690,106871
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,11,16,97,-66,126,2022-04-02 00:00:00,126543,126543,121547,89814,330245
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,50,19,512,73,586,2022-04-02 00:00:00,197763,197767,192185,189432,570721
ΑΝΔΡΟΥ,1201,0,0,0,0,0,2022-04-02 00:00:00,7474,7474,7211,4720,18851
ΑΡΓΟΛΙΔΑΣ,1001,8,15,144,105,170,2022-04-02 00:00:00,76182,76182,74563,50855,192909
ΑΡΚΑΔΙΑΣ,1002,6,10,68,33,84,2022-04-02 00:00:00,53478,53478,51325,40363,141079
ΑΡΤΑΣ,401,2,7,62,-14,72,2022-04-02 00:00:00,46407,46407,45852,33373,120283
ΑΧΑΪΑΣ,702,19,49,508,116,578,2022-04-02 00:00:00,223932,223932,213330,149809,572879
ΒΟΙΩΤΙΑΣ,801,23,22,170,80,215,2022-04-02 00:00:00,90357,90358,85045,63424,231222
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,57,102,2079,-286,2269,2022-04-02 00:00:00,726296,726306,707516,556930,1953609
ΓΡΕΒΕΝΩΝ,301,1,3,22,9,27,2022-04-02 00:00:00,21033,21033,19748,15653,53967
ΔΡΑΜΑΣ,101,2,7,80,-70,90,2022-04-02 00:00:00,57642,57642,55758,38122,146514
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,22,27,192,64,243,2022-04-02 00:00:00,64536,64537,60270,45803,170509
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,78,103,1021,-38,1213,2022-04-02 00:00:00,486620,486623,461141,319524,1253302
ΕΒΡΟΥ,102,11,16,114,-35,143,2022-04-02 00:00:00,97743,97746,94566,69633,254166
ΕΥΒΟΙΑΣ,802,22,28,247,-68,300,2022-04-02 00:00:00,142644,142647,139606,96158,367640
ΕΥΡΥΤΑΝΙΑΣ,803,1,3,1,0,5,2022-04-02 00:00:00,9797,9797,9312,6134,23786
ΖΑΚΥΝΘΟΥ,601,4,8,45,32,57,2022-04-02 00:00:00,35120,35121,34348,21444,85177
ΗΛΕΙΑΣ,703,34,17,145,130,200,2022-04-02 00:00:00,97326,97327,94252,65592,249898
ΗΜΑΘΙΑΣ,201,4,15,78,-1,100,2022-04-02 00:00:00,83676,83676,80303,58576,216295
ΗΡΑΚΛΕΙΟΥ,1301,23,24,225,-261,280,2022-04-02 00:00:00,220057,220060,215066,165517,588260
ΘΑΣΟΥ,103,0,0,6,6,6,2022-04-02 00:00:00,12427,12428,12121,7590,29256
ΘΕΣΠΡΩΤΙΑΣ,402,4,5,45,50,54,2022-04-02 00:00:00,37841,37841,36242,24100,95204
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,102,172,1595,-295,1875,2022-04-02 00:00:00,770816,770825,737312,569184,2040743
ΘΗΡΑΣ,1202,0,0,0,-25,0,2022-04-02 00:00:00,26318,26318,25983,13470,57375
ΙΘΑΚΗΣ,602,0,0,0,0,0,2022-04-02 00:00:00,2482,2482,2400,1763,6536
ΙΚΑΡΙΑΣ,1101,0,0,0,-6,0,2022-04-02 00:00:00,6822,6822,6560,4463,17566
ΙΩΑΝΝΙΝΩΝ,403,15,14,287,141,316,2022-04-02 00:00:00,120708,120709,117480,95736,325187
ΚΑΒΑΛΑΣ,104,8,18,91,-2,122,2022-04-02 00:00:00,81652,81652,79204,58118,213996
ΚΑΛΥΜΝΟΥ,1203,1,11,2,13,14,2022-04-02 00:00:00,20079,20079,19340,13457,48908
ΚΑΡΔΙΤΣΑΣ,501,12,18,165,77,198,2022-04-02 00:00:00,77963,77963,74786,52712,201332
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,2022-04-02 00:00:00,5710,5710,5410,3713,14602
ΚΑΣΤΟΡΙΑΣ,302,5,1,35,0,41,2022-04-02 00:00:00,34704,34704,33317,24689,89950
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,0,2022-04-02 00:00:00,4376,4376,4072,2500,10593
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,222,222,850,-727,1299,2022-04-02 00:00:00,906058,906135,862275,720138,2416409
ΚΕΡΚΥΡΑΣ,603,7,9,83,-19,100,2022-04-02 00:00:00,83989,83989,81960,57384,212089
ΚΕΦΑΛΛΗΝΙΑΣ,604,1,6,34,28,41,2022-04-02 00:00:00,27927,27928,27822,18901,70515
ΚΙΛΚΙΣ,203,4,10,37,-3,51,2022-04-02 00:00:00,48681,48681,46409,33943,124268
ΚΟΖΑΝΗΣ,303,9,19,156,15,186,2022-04-02 00:00:00,92566,92566,88100,65058,238342
ΚΟΡΙΝΘΙΑΣ,1003,15,18,256,181,290,2022-04-02 00:00:00,97878,97879,94326,67918,253786
ΚΩ,1206,5,16,62,84,84,2022-04-02 00:00:00,33594,33594,33047,20794,79791
ΛΑΚΩΝΙΑΣ,1004,2,10,50,-9,62,2022-04-02 00:00:00,56973,56973,55947,40328,146957
ΛΑΡΙΣΑΣ,502,9,29,201,-104,240,2022-04-02 00:00:00,182184,182184,173085,130398,475216
ΛΑΣΙΘΙΟΥ,1302,7,13,59,63,82,2022-04-02 00:00:00,65662,65662,64290,43701,164491
ΛΕΣΒΟΥ,1102,12,20,70,15,103,2022-04-02 00:00:00,61588,61588,59911,41134,153877
ΛΕΥΚΑΔΑΣ,605,3,4,28,35,35,2022-04-02 00:00:00,26272,26272,25951,14800,59377
ΛΗΜΝΟΥ,1103,5,4,24,33,33,2022-04-02 00:00:00,13624,13624,13456,10014,34680
ΜΑΓΝΗΣΙΑΣ,503,10,26,161,-74,200,2022-04-02 00:00:00,133332,133333,129073,94501,349997
ΜΕΣΣΗΝΙΑΣ,1005,2,8,69,-68,80,2022-04-02 00:00:00,109523,109523,107351,77545,286408
ΜΗΛΟΥ,1207,0,0,0,0,0,2022-04-02 00:00:00,10606,10606,10237,6539,26436
ΜΥΚΟΝΟΥ,1208,0,2,0,2,2,2022-04-02 00:00:00,17651,17651,17473,7663,34615
ΝΑΞΟΥ,1209,3,3,28,34,34,2022-04-02 00:00:00,16650,16650,15913,9568,39404
ΝΗΣΩΝ,906,13,23,135,160,175,2022-04-02 00:00:00,66829,66830,64075,40499,155812
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,45,22,798,27,873,2022-04-02 00:00:00,366557,366562,340831,198306,896912
ΞΑΝΘΗΣ,105,20,21,145,76,189,2022-04-02 00:00:00,74136,74136,71355,47889,187873
ΠΑΡΟΥ,1210,1,4,24,29,29,2022-04-02 00:00:00,16427,16427,16778,9871,36991
ΠΕΙΡΑΙΩΣ,908,90,119,747,186,963,2022-04-02 00:00:00,228626,228626,217274,179038,609238
ΠΕΛΛΑΣ,204,5,13,68,28,86,2022-04-02 00:00:00,93878,93882,89669,62120,239058
ΠΙΕΡΙΑΣ,205,12,20,139,91,169,2022-04-02 00:00:00,84158,84158,80406,55013,215162
ΠΡΕΒΕΖΑΣ,404,1,4,69,32,77,2022-04-02 00:00:00,41670,41670,41376,34468,114290
ΡΕΘΥΜΝΟΥ,1303,13,18,126,-13,157,2022-04-02 00:00:00,62057,62057,59479,41612,157541
ΡΟΔΟΠΗΣ,106,9,10,298,213,318,2022-04-02 00:00:00,75243,75243,73727,52454,194824
ΡΟΔΟΥ,1211,10,18,111,-98,139,2022-04-02 00:00:00,98035,98035,96184,64690,235798
ΣΑΜΟΥ,1104,1,3,9,-25,13,2022-04-02 00:00:00,23740,23740,23420,15641,59257
ΣΕΡΡΩΝ,206,11,34,83,-70,129,2022-04-02 00:00:00,99506,99507,95551,76879,266404
ΣΠΟΡΑΔΩΝ,504,0,0,0,-1,0,2022-04-02 00:00:00,11061,11061,10826,6789,27111
ΣΥΡΟΥ,1212,5,14,0,19,19,2022-04-02 00:00:00,19768,19768,20308,12716,46120
ΤΗΝΟΥ,1213,0,0,0,0,0,2022-04-02 00:00:00,7406,7406,7292,5148,18979
ΤΡΙΚΑΛΩΝ,505,4,11,109,37,125,2022-04-02 00:00:00,84498,84498,83659,65306,228320
ΦΘΙΩΤΙΔΑΣ,804,12,17,120,64,158,2022-04-02 00:00:00,97775,97775,95575,72090,260438
ΦΛΩΡΙΝΑΣ,304,5,2,57,23,65,2022-04-02 00:00:00,35060,35060,33524,25174,91314
ΦΩΚΙΔΑΣ,805,0,0,2,-36,2,2022-04-02 00:00:00,21027,21027,20159,13453,52369
ΧΑΛΚΙΔΙΚΗΣ,207,0,7,26,-48,35,2022-04-02 00:00:00,73914,73914,71808,49608,190582
ΧΑΝΙΩΝ,1304,9,15,190,-61,215,2022-04-02 00:00:00,125091,125092,120044,79835,318244
ΧΙΟΥ,1105,1,0,10,-103,11,2022-04-02 00:00:00,42703,42705,41821,30700,106882
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,0,0,-126,0,2022-04-03 00:00:00,126543,126543,121547,89814,330245
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2,-584,2,2022-04-03 00:00:00,197763,197767,192185,189434,570723
ΑΝΔΡΟΥ,1201,0,0,0,0,0,2022-04-03 00:00:00,7474,7474,7211,4720,18851
ΑΡΓΟΛΙΔΑΣ,1001,0,0,3,-167,3,2022-04-03 00:00:00,76182,76182,74563,50858,192912
ΑΡΚΑΔΙΑΣ,1002,0,0,0,-84,0,2022-04-03 00:00:00,53478,53478,51325,40363,141079
ΑΡΤΑΣ,401,0,0,0,-72,0,2022-04-03 00:00:00,46407,46407,45852,33373,120283
ΑΧΑΪΑΣ,702,0,0,2,-576,2,2022-04-03 00:00:00,223932,223932,213330,149811,572881
ΒΟΙΩΤΙΑΣ,801,0,0,2,-213,2,2022-04-03 00:00:00,90357,90358,85045,63426,231224
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,0,0,40,-2229,40,2022-04-03 00:00:00,726296,726306,707516,556970,1953649
ΓΡΕΒΕΝΩΝ,301,0,0,0,-27,0,2022-04-03 00:00:00,21033,21033,19748,15653,53967
ΔΡΑΜΑΣ,101,0,0,0,-90,0,2022-04-03 00:00:00,57642,57642,55758,38122,146514
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,0,-243,0,2022-04-03 00:00:00,64536,64537,60270,45803,170509
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,0,0,14,-1199,14,2022-04-03 00:00:00,486620,486623,461141,319538,1253316
ΕΒΡΟΥ,102,0,0,0,-143,0,2022-04-03 00:00:00,97743,97746,94566,69633,254166
ΕΥΒΟΙΑΣ,802,0,0,0,-300,0,2022-04-03 00:00:00,142644,142647,139606,96158,367640
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,0,-5,0,2022-04-03 00:00:00,9797,9797,9312,6134,23786
ΖΑΚΥΝΘΟΥ,601,0,0,0,-57,0,2022-04-03 00:00:00,35120,35121,34348,21444,85177
ΗΛΕΙΑΣ,703,0,0,1,-199,1,2022-04-03 00:00:00,97326,97327,94252,65593,249899
ΗΜΑΘΙΑΣ,201,0,0,1,-99,1,2022-04-03 00:00:00,83676,83676,80303,58577,216296
ΗΡΑΚΛΕΙΟΥ,1301,1,2,8,-268,12,2022-04-03 00:00:00,220058,220061,215068,165525,588272
ΘΑΣΟΥ,103,0,0,6,0,6,2022-04-03 00:00:00,12427,12428,12121,7596,29262
